-1.111760961960803984e+00,1.213820178388776316e+00,-1.864156279189844057e+00,1.472702003500161227e+00,8.913512167382502405e-01,-8.427256070925022158e-01,-9.229039560772344108e-01,7.710332441945006998e-01,-1.111753469538981243e+00,8.913532824261438670e-01,-8.427411160129471002e-01,-5.946289830413307165e-01,-5.946189954952525447e-01,1.472717956912848569e+00,-1.342715495271172399e+00,7.710323904193610023e-01,-9.229226491276494304e-01,-1.864141606886970948e+00,1.213794511930402775e+00,-1.342716586718719851e+00,2.673884711166915906e+01,-7.089021398628727155e+00
-1.174898105484229571e+00,1.607894779969667898e+00,-1.589121163501195033e+00,1.115748701052265313e+00,4.626101688477522733e-02,-1.393888294429186381e+00,-9.826951021535312858e-01,6.566033653096634559e-01,-1.174888498517891122e+00,4.628579877642624574e-02,-1.393865135471081595e+00,-9.716857972474590710e-01,-9.716753207226660471e-01,1.115754703397534575e+00,-1.163557119407852003e+00,6.565703924117245460e-01,-9.826990502728986110e-01,-1.589132922540281267e+00,1.607913771518722612e+00,-1.163564766963090191e+00,2.828854399002699083e+01,-5.675138838523954732e+00
6.562232960182772246e-01,-6.440165506576602805e-01,-4.890292902622684901e-01,-9.069257649817435984e-01,-5.875229700225854668e-01,1.361929561471429073e+00,9.307261632479572055e-01,-1.117064733156429845e+00,6.562735400207264647e-01,-5.875453909381993522e-01,1.361934982100555303e+00,7.249546691476551619e-01,7.249833259602609381e-01,-9.069299454353130230e-01,8.071769185895043552e-01,-1.117063837255548586e+00,9.306940757047669210e-01,-4.890361643302060246e-01,-6.440176567040715172e-01,8.071891262441129866e-01,1.240602933859419466e+01,-9.083977774042148567e+00
9.088057545152150585e-01,-9.818235384540907607e-01,-3.065633486751149703e-02,-9.664133822980967015e-01,-1.573466258811547780e+00,3.974035469636678086e-01,2.729925354876780452e-01,-8.881896243385235534e-01,9.088272052148734792e-01,-1.573467438548596276e+00,3.974012665532972721e-01,-4.061249413670320330e-01,-4.061037173247153964e-01,-9.664291285723964897e-01,8.071621517105947996e-01,-8.881971063114278975e-01,2.729885866781465165e-01,-3.064700443228809620e-02,-9.818124568631634297e-01,8.071570115058156469e-01,1.040182814056018934e+01,-6.986782142527831141e+00
-2.277264969422175267e-01,4.819516222390629046e-01,2.443609141231322945e-01,5.803256661362127256e-01,1.032221063792875260e+00,3.285043966263018755e-01,-6.837272870029613703e-01,-3.732661675073795093e-01,-2.277560303750064130e-01,1.032208982297573074e+00,3.285106478204762870e-01,9.134929565435214727e-01,9.135124520348718580e-01,5.803244463830137256e-01,-8.649482616455541617e-01,-3.732771082052833145e-01,-6.837345374638063022e-01,2.443488349131473780e-01,4.819472443872043210e-01,-8.649505441068020550e-01,1.965354165526816033e+01,-1.360505324444201669e+01
1.161419481042996082e+00,-1.150707540821499952e+00,-1.314099494444191274e+00,-9.664174830136892380e-01,-1.150911730822098189e+00,5.351976227571617617e-01,1.468861940110451680e+00,-9.454110720690478420e-01,1.161396264493789632e+00,-1.150939948113793410e+00,5.351885265248561563e-01,-2.175849528878736339e-01,-2.176018713211153865e-01,-9.664170143267307722e-01,1.344650707926502209e+00,-9.454249396592047106e-01,1.468844812609409800e+00,-1.314103820887927432e+00,-1.150714639091492852e+00,1.344655203636205831e+00,5.061760345471260081e+00,-1.308935926230619717e+00
8.794670674901310103e-02,-1.488496569115823620e+00,-8.557256618122580649e-01,-1.442340508582273362e+00,-1.432621687930705434e+00,8.796490898820389370e-01,1.528632447307158415e+00,-1.345913391748662313e+00,8.796442327841333397e-02,-1.432604046052504021e+00,8.796610924478789340e-01,-8.773866823781742985e-01,-8.773955014624550408e-01,-1.442352825426757690e+00,8.071774060171167386e-01,-1.345924547710401598e+00,1.528666088536542844e+00,-8.557162560142695940e-01,-1.488493988768538667e+00,8.071606839788342258e-01,4.540191139885975780e+00,-7.334858484846553672e-01
1.413967327677672303e+00,-8.129202911473107918e-01,-6.724032991378051660e-01,-6.094836921824785536e-01,-4.466933848754571779e-01,4.662644987140260322e-01,9.307108235995483758e-01,-1.444357070778696239e-01,1.413980170016382321e+00,-4.466864014388678417e-01,4.662885834843643607e-01,1.573300122399064138e+00,1.573293951888741438e+00,-6.094907146111260277e-01,8.669127413895094669e-01,-1.444086402109525935e-01,9.307023712360134038e-01,-6.724112484533337764e-01,-8.129310957119209036e-01,8.669033892835885657e-01,1.363187557698004326e+01,-1.037793317974594665e+01
7.194077374596701269e-01,-5.877401396581428683e-01,-3.063127981717194900e-02,-1.204392032551242941e+00,-1.010101870286042036e+00,1.293024078865808502e+00,9.307118185360977458e-01,-1.231488983254545033e+00,7.193936346483233990e-01,-1.010061816657688238e+00,1.293035111036275442e+00,9.134937737090789156e-01,9.134828718815207749e-01,-1.204402821928388434e+00,1.404401828571256061e+00,-1.231490539811106677e+00,9.307177553604523146e-01,-3.067661793194932998e-02,-5.877326753226687073e-01,1.404366885957543332e+00,1.253201016090143227e+01,-9.231519229884623812e+00
1.666551472305707771e+00,-1.544806842282821613e+00,-3.056715356740258849e-01,-9.664363795980668304e-01,-1.714331594231552902e+00,1.155251577857228762e+00,1.050294350165595247e+00,-1.403144155647423119e+00,1.666535905538230056e+00,-1.714339070702919132e+00,1.155252631634539728e+00,-5.946301189095959394e-01,-5.946284936981688363e-01,-9.664505327591260686e-01,9.863489777793854607e-01,-1.403148123111609635e+00,1.050308728726599972e+00,-3.056838305875831385e-01,-1.544798669469310992e+00,9.863438494089941111e-01,7.781147799486926253e+00,-4.239708914215711388e+00
-1.238052060987450131e+00,1.270103466069083309e+00,-1.497463756876566965e+00,2.233872188573698958e-01,-9.457891538651937158e-02,-1.393886125426615941e+00,-1.042506360154300760e+00,1.514803913220837739e+00,-1.238038791829716656e+00,-9.456258252844003398e-02,-1.393874954708078873e+00,-7.831443879707343791e-01,-7.831429912697434048e-01,2.233952405610770131e-01,-1.282991621229415236e+00,1.514806017664733329e+00,-1.042482929921751289e+00,-1.497451669346196335e+00,1.270112568612905779e+00,-1.282981703780554428e+00,3.093106959241595888e+01,-3.187031059558798063e+00
7.825101517277730512e-01,-3.062304627530977874e-01,-7.640374370255863523e-01,-7.879817829569342180e-01,-1.010079716312757947e+00,1.361924737085782100e+00,9.905051133178442990e-01,-1.444126820374770637e-01,7.825364319447256634e-01,-1.010100073787035591e+00,1.361897692721127262e+00,1.573305000885113270e+00,1.573302884801982549e+00,-7.879478455719519658e-01,6.877547838862587692e-01,-1.444101991877096147e-01,9.905140564964143302e-01,-7.640461512392563437e-01,-3.062326777708760939e-01,6.877493640851077839e-01,1.444902355437309005e+01,-1.131474171023933195e+01
1.511227606908650822e-01,-8.692113819850449952e-01,-1.222431135307685546e+00,-1.144901646890493785e+00,-1.362206991958488267e+00,3.973935491758595617e-01,8.111510287329161129e-01,-1.345928501057276350e+00,1.511078241573199643e-01,-1.362203426977607990e+00,3.973810342031937060e-01,-9.716483663956364536e-01,-9.716654132608356642e-01,-1.144895151107754083e+00,1.643255243041203517e+00,-1.345928997249562942e+00,8.111215099855757504e-01,-1.222423989192356952e+00,-8.692216996047146260e-01,1.643263133256850139e+00,5.776101583608926227e+00,-2.066273199970591889e+00
