-1.111760961960803984e+00,1.213820178388776316e+00,-1.864156279189844057e+00,1.472702003500161227e+00,8.913512167382502405e-01,-8.427256070925022158e-01,-9.229039560772344108e-01,7.710332441945006998e-01,-5.946289830413307165e-01,-1.342715495271172399e+00,2.673884711166915906e+01,-7.089021398628727155e+00
-1.174898105484229571e+00,1.607894779969667898e+00,-1.589121163501195033e+00,1.115748701052265313e+00,4.626101688477522733e-02,-1.393888294429186381e+00,-9.826951021535312858e-01,6.566033653096634559e-01,-9.716857972474590710e-01,-1.163557119407852003e+00,2.828854399002699083e+01,-5.675138838523954732e+00
6.562232960182772246e-01,-6.440165506576602805e-01,-4.890292902622684901e-01,-9.069257649817435984e-01,-5.875229700225854668e-01,1.361929561471429073e+00,9.307261632479572055e-01,-1.117064733156429845e+00,7.249546691476551619e-01,8.071769185895043552e-01,1.240602933859419466e+01,-9.083977774042148567e+00
9.088057545152150585e-01,-9.818235384540907607e-01,-3.065633486751149703e-02,-9.664133822980967015e-01,-1.573466258811547780e+00,3.974035469636678086e-01,2.729925354876780452e-01,-8.881896243385235534e-01,-4.061249413670320330e-01,8.071621517105947996e-01,1.040182814056018934e+01,-6.986782142527831141e+00
-2.277264969422175267e-01,4.819516222390629046e-01,2.443609141231322945e-01,5.803256661362127256e-01,1.032221063792875260e+00,3.285043966263018755e-01,-6.837272870029613703e-01,-3.732661675073795093e-01,9.134929565435214727e-01,-8.649482616455541617e-01,1.965354165526816033e+01,-1.360505324444201669e+01
1.161419481042996082e+00,-1.150707540821499952e+00,-1.314099494444191274e+00,-9.664174830136892380e-01,-1.150911730822098189e+00,5.351976227571617617e-01,1.468861940110451680e+00,-9.454110720690478420e-01,-2.175849528878736339e-01,1.344650707926502209e+00,5.061760345471260081e+00,-1.308935926230619717e+00
8.794670674901310103e-02,-1.488496569115823620e+00,-8.557256618122580649e-01,-1.442340508582273362e+00,-1.432621687930705434e+00,8.796490898820389370e-01,1.528632447307158415e+00,-1.345913391748662313e+00,-8.773866823781742985e-01,8.071774060171167386e-01,4.540191139885975780e+00,-7.334858484846553672e-01
1.413967327677672303e+00,-8.129202911473107918e-01,-6.724032991378051660e-01,-6.094836921824785536e-01,-4.466933848754571779e-01,4.662644987140260322e-01,9.307108235995483758e-01,-1.444357070778696239e-01,1.573300122399064138e+00,8.669127413895094669e-01,1.363187557698004326e+01,-1.037793317974594665e+01
7.194077374596701269e-01,-5.877401396581428683e-01,-3.063127981717194900e-02,-1.204392032551242941e+00,-1.010101870286042036e+00,1.293024078865808502e+00,9.307118185360977458e-01,-1.231488983254545033e+00,9.134937737090789156e-01,1.404401828571256061e+00,1.253201016090143227e+01,-9.231519229884623812e+00
1.666551472305707771e+00,-1.544806842282821613e+00,-3.056715356740258849e-01,-9.664363795980668304e-01,-1.714331594231552902e+00,1.155251577857228762e+00,1.050294350165595247e+00,-1.403144155647423119e+00,-5.946301189095959394e-01,9.863489777793854607e-01,7.781147799486926253e+00,-4.239708914215711388e+00
-1.238052060987450131e+00,1.270103466069083309e+00,-1.497463756876566965e+00,2.233872188573698958e-01,-9.457891538651937158e-02,-1.393886125426615941e+00,-1.042506360154300760e+00,1.514803913220837739e+00,-7.831443879707343791e-01,-1.282991621229415236e+00,3.093106959241595888e+01,-3.187031059558798063e+00
